Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
I.16.08.006.004,Olive based spread,A.05.06.003,Table olives (Olea europaea),F28.A0CQZ,73.98,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
I.16.08.007.001,Cider sauce,A.01.03.004.003,Corn starch,To be further disaggregated (d),0.80,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.10.01.001,White sugar,To be further disaggregated (d),0.80,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.11.04.008,Olive oil,To be further disaggregated (d),0.80,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.80,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.16.04.001,Salt,F28.A07XD,0.80,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.16.05.002,"Mustard, mild",To be further disaggregated (d),3.00,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.14.04.001,Cider,To be further disaggregated (d),14.00,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A0BA1,19.00,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,I.19.10.012,Meat/poultry broth,To be further disaggregated (d),24.00,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.001,Cider sauce,A.08.05.001.003,Cream 30 % fat,To be further disaggregated (d),36.00,1.00,,Commercial Products,"Mintel GNPD, Cider & Mustard Sauce (ID=1698990)",http://www.gnpd.com/sinatra/recordpage/1698990/,
I.16.08.007.002,Red wine sauce,A.16.04.001,Salt,F28.A07XD,1.10,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.10.07,Honey,F28.A07XD,1.70,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.01.03.004.003,Corn starch,To be further disaggregated (d),2.05,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.03.01.010,Potato starch,To be further disaggregated (d),2.05,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.11.01.001,Butter,To be further disaggregated (d),6.20,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.11.04.017,Sunflower oil,To be further disaggregated (d),6.20,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.02.02.003,"Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)",F28.A07GR,6.50,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.15.01,Tap water,F28.A07XD,11.05,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,I.19.10.012,Meat/poultry broth,To be further disaggregated (d),11.05,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.002,Red wine sauce,A.14.02.003,"Wine, red",To be further disaggregated (d),52.10,1.00,,Commercial Products || Assumption,"Mintel GNPD, Red Wine and Shallot Sauce (ID=5138513) || Equal proportion of fat ingredient",http://www.gnpd.com/sinatra/recordpage/5138513/,
I.16.08.007.003,White wine sauce,A.14.02.001,"Wine, white",To be further disaggregated (d),18.00,1.00,,Commercial Products,"Mintel GNPD, White Wine Sauce (ID=2021030)",http://www.gnpd.com/sinatra/recordpage/2021030/,
I.16.08.007.003,White wine sauce,I.16.08.003.001,"Cream sauce, basic",To be further disaggregated (d),82.00,1.00,,Commercial Products,"Mintel GNPD, White Wine Sauce (ID=2021030)",http://www.gnpd.com/sinatra/recordpage/2021030/,
I.16.08.008.001,Bolognese sauce,A.16.04.001,Salt,F28.A07XD,0.10,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A0BA1,0.20,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.11.04.008,Olive oil,To be further disaggregated (d),1.10,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.07.003,Celery (Apium graveolens var. dulce),F28.A07GM,1.20,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A07GR,4.10,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.06.08.007,Bacon,To be further disaggregated (d),4.80,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.06.02.001,Chicken meat (Gallus domesticus),F28.A07GM,5.00,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.14.02.001,"Wine, white",To be further disaggregated (d),5.00,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.01.003,Carrots (Daucus carota),F28.A07GM,8.30,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.15.001,Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus),F28.A07GM,9.30,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.06.01.003,Pork / piglet meat (Sus scrofa),F28.A07GM,9.30,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.06.01.001,Beef meat (Bos spp.),F28.A07GM,18.80,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.001,Bolognese sauce,A.02.14.003,Tomato purée,To be further disaggregated (d),32.80,1.00,,Recipe,"Allrecipes, Bolognese sauce (ID=18443)",http://allrecipes.com/recipe/bolognese-sauce/detail.aspx,
I.16.08.008.002,Carbonara sauce,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A0BA1,0.78,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.16.01.005,"Parsley, herb (Petroselinum crispum)",F28.A07XD,1.23,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.11.04.008,Olive oil,To be further disaggregated (d),2.31,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.08.08.129,"Cheese, Parmigiano Reggiano",To be further disaggregated (d),7.69,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A07GR,15.38,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.06.08.007,Bacon,To be further disaggregated (d),35.69,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.002,Carbonara sauce,A.09.01.001,"Whole egg, chicken",F28.A07XD,36.92,1.00,,Recipe,"Allrecipes, Spaghetti Carbonara II (ID=11973)",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/,
I.16.08.008.003,"Meat sauce, with pork",I.06.08.016,"Cooked Ham, Pork",To be further disaggregated (d),11.00,1.00,,Commercial Products,"Mintel GNPD, Smoked Bacon & Tomato Sauce for Pasta (ID=2161947)",http://www.gnpd.com/sinatra/recordpage/2161947/,
I.16.08.008.003,"Meat sauce, with pork",I.16.08.010.009,Tomato sauce,To be further disaggregated (d),89.00,1.00,,Commercial Products,"Mintel GNPD, Smoked Bacon & Tomato Sauce for Pasta (ID=2161947)",http://www.gnpd.com/sinatra/recordpage/2161947/,
I.16.08.008.004,"Meat sauce, with sausage",A.16.01.009,"Basil, herb (Ocimum basilicum)",F28.A07KG$F28.A07LA,0.10,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.10,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.16.04.001,Salt,F28.A07XD,0.20,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A0BA1,1.00,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.10.01.001,White sugar,To be further disaggregated (d),1.20,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.11.04.008,Olive oil,To be further disaggregated (d),1.30,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.02.02.004,"Spring onions, bulb (Allium cepa)",F28.A07GR,2.90,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.14.02.003,"Wine, red",To be further disaggregated (d),5.80,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.15.01,Tap water,F28.A07XD,5.80,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.02.15.001,Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus),F28.A07GM,10.90,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",I.02.14.014,"Tomato, paste",To be further disaggregated (d),19.70,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",A.06.09.001.001,Salsiccia,To be further disaggregated (d),22.20,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.008.004,"Meat sauce, with sausage",I.02.14.013,"Tomato, canned",To be further disaggregated (d),28.80,1.00,,Recipe,"Allrecipes, Savory italian sausage sauce (ID=26247)",http://allrecipes.com/recipe/savory-italian-sausage-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.10,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),2.60,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.08.08.129,"Cheese, Parmigiano Reggiano",To be further disaggregated (d),3.50,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.11.01.001,Butter,To be further disaggregated (d),4.80,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.02.15.001,Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus),F28.A07GM,8.30,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.08.05.001.003,Cream 30 % fat,To be further disaggregated (d),20.50,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,I.19.10.011,Vegetable broth,To be further disaggregated (d),20.50,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.001,Lobster sauce,A.07.04.002,Lobster (Homarus vulgaris),F28.A07GG,39.70,1.00,,Recipe,"Allrecipes, Lobster mornay sauce (ID=33352)",http://allrecipes.com/recipe/lobster-mornay-sauce/detail.aspx,
I.16.08.009.002,Oyster sauce,A.07.05.008,Oyster (Ostrea edulis),F28.A07MJ,4.00,1.00,,Commercial Products,"Mintel GNPD, Oyster Sauce (ID=3788941)",http://www.gnpd.com/sinatra/recordpage/3788941/,
I.16.08.009.002,Oyster sauce,A.01.03.004.003,Corn starch,To be further disaggregated (d),8.13,1.00,,Commercial Products,"Mintel GNPD, Oyster Sauce (ID=3788941)",http://www.gnpd.com/sinatra/recordpage/3788941/,
I.16.08.009.002,Oyster sauce,A.16.04.001,Salt,F28.A07XD,10.67,1.00,,Commercial Products,"Mintel GNPD, Oyster Sauce (ID=3788941)",http://www.gnpd.com/sinatra/recordpage/3788941/,
I.16.08.009.002,Oyster sauce,A.10.01.001,White sugar,To be further disaggregated (d),23.00,1.00,,Commercial Products,"Mintel GNPD, Oyster Sauce (ID=3788941)",http://www.gnpd.com/sinatra/recordpage/3788941/,
I.16.08.009.002,Oyster sauce,A.15.01,Tap water,F28.A07XD,54.20,1.00,,Commercial Products,"Mintel GNPD, Oyster Sauce (ID=3788941)",http://www.gnpd.com/sinatra/recordpage/3788941/,
I.16.08.009.003,Tuna sauce,A.16.01.005,"Parsley, herb (Petroselinum crispum)",F28.A07XD,0.60,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.16.02.009,Capers (Capparis spinosa),F28.A07KC,1.30,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A0BA1,1.40,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.11.04.008,Olive oil,To be further disaggregated (d),2.00,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.12.01.010,"Juice, Lemon",To be further disaggregated (d),2.10,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A07GR,8.70,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,A.07.01.014,Tuna (Thunnus),F28.A0BYP,24.50,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.009.003,Tuna sauce,I.02.14.013,"Tomato, canned",To be further disaggregated (d),59.40,1.00,,Recipe,"Allrecipes, Pasta with tuna sauce (ID=12760)",http://allrecipes.com/recipe/pasta-with-tuna-sauce/detail.aspx,
I.16.08.010.001,Black bean sauce,A.01.03.004.001,Corn flour,To be further disaggregated (d),1.30,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.11.04.013,Rapeseed oil,To be further disaggregated (d),2.50,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.16.02.022,Ginger (Zingiber officinale),F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.16.05.011,Soy sauce,To be further disaggregated (d),4.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.16.05.004,"Vinegar, wine",To be further disaggregated (d),5.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.10.01.002,Brown sugar,To be further disaggregated (d),6.70,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
I.16.08.010.001,Black bean sauce,A.04.02.012,Soya beans (Glycine max),F28.A07XD,8.00,1.00,,Commercial Products,"Mintel GNPD, Black Bean Stir-Fry Sauce (ID=5485433)",http://www.gnpd.com/sinatra/recordpage/5485433/,
