Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
I.16.08.001.001,Cheese sauce,A.08.08.084,"Cheese, Gruyere",To be further disaggregated (d),7.77,1.00,,Extrapolation,based on 'roquefort sauce',,
I.16.08.001.001,Cheese sauce,A.08.05.001.001,Cream 10% fat,To be further disaggregated (d),91.19,1.00,,Extrapolation,based on 'roquefort sauce',,
I.16.08.001.002,Roquefort sauce,A.16.04.001,Salt,F28.A07XD,1.04,1.00,,Commercial Products,"Mintel GNPD, Roquefort Sauce (ID=2025949)",http://www.gnpd.com/sinatra/recordpage/2025949/,
I.16.08.001.002,Roquefort sauce,A.08.08.148,"Cheese, Roquefort",To be further disaggregated (d),7.77,1.00,,Commercial Products,"Mintel GNPD, Roquefort Sauce (ID=2025949)",http://www.gnpd.com/sinatra/recordpage/2025949/,
I.16.08.001.002,Roquefort sauce,A.08.05.001.001,Cream 10% fat,To be further disaggregated (d),91.19,1.00,,Commercial Products,"Mintel GNPD, Roquefort Sauce (ID=2025949)",http://www.gnpd.com/sinatra/recordpage/2025949/,
I.16.08.001.003,Roux,A.11.01.001,Butter,To be further disaggregated (d),38.00,0.29,1,Commercial Products || Probability Analysis,"Mintel GNPD, Roux (ID=4617689) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/4617689/,
I.16.08.001.003,Roux,A.11.04.010,Palm oil,To be further disaggregated (d),38.00,0.71,1,Commercial Products || Probability Analysis,"Mintel GNPD, Roux (ID=4617689) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/4617689/,
I.16.08.001.003,Roux,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),62.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Roux (ID=4617689) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/4617689/,
I.16.08.001.004,White sauce / Bechamel,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.76,1.00,,Commercial Products,"Mintel GNPD, Bechamel Style Sauce (ID=5739577)",http://www.gnpd.com/sinatra/recordpage/5739577/,
I.16.08.001.004,White sauce / Bechamel,A.16.04.001,Salt,F28.A07XD,0.76,1.00,,Commercial Products,"Mintel GNPD, Bechamel Style Sauce (ID=5739577)",http://www.gnpd.com/sinatra/recordpage/5739577/,
I.16.08.001.004,White sauce / Bechamel,A.01.03.004.003,Corn starch,To be further disaggregated (d),3.48,1.00,,Commercial Products,"Mintel GNPD, Bechamel Style Sauce (ID=5739577)",http://www.gnpd.com/sinatra/recordpage/5739577/,
I.16.08.001.004,White sauce / Bechamel,A.08.05.001.004,Cream 40 % fat,To be further disaggregated (d),7.00,1.00,,Commercial Products,"Mintel GNPD, Bechamel Style Sauce (ID=5739577)",http://www.gnpd.com/sinatra/recordpage/5739577/,
I.16.08.001.004,White sauce / Bechamel,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,88.00,1.00,,Commercial Products,"Mintel GNPD, Bechamel Style Sauce (ID=5739577)",http://www.gnpd.com/sinatra/recordpage/5739577/,
I.16.08.001.005,Bread sauce,A.02.02.002,"Onions, bulb (Allium cepa)",F28.A07GR,4.00,1.00,,Commercial Products,"Mintel GNPD, Luxury Bread Sauce Mix (ID=5527749)",http://www.gnpd.com/sinatra/recordpage/5527749/,
I.16.08.001.005,Bread sauce,A.01.04.007.001,Breadcrumbs,To be further disaggregated (d),18.00,1.00,,Commercial Products,"Mintel GNPD, Luxury Bread Sauce Mix (ID=5527749)",http://www.gnpd.com/sinatra/recordpage/5527749/,
I.16.08.001.005,Bread sauce,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",To be further disaggregated (d),78.00,1.00,,Commercial Products,"Mintel GNPD, Luxury Bread Sauce Mix (ID=5527749)",http://www.gnpd.com/sinatra/recordpage/5527749/,
I.16.08.003.001,"Cream sauce, basic",A.10.01.001,White sugar,To be further disaggregated (d),1.40,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.16.04.001,Salt,F28.A07XD,1.47,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.02.14.003,Tomato purée,To be further disaggregated (d),4.70,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.11.04.013,Rapeseed oil,To be further disaggregated (d),8.00,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.01.03.004.003,Corn starch,To be further disaggregated (d),9.40,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.08.05.001.003,Cream 30 % fat,To be further disaggregated (d),20.00,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.001,"Cream sauce, basic",A.15.01,Tap water,F28.A07XD,55.03,1.00,,Commercial Products,"Mintel GNPD, Cream Sauce (ID=2199722)",http://www.gnpd.com/sinatra/recordpage/2199722/,
I.16.08.003.002,"Cream sauce, unspecified",A.02.05.005,Cress (Lepidium sativum),F28.A0BA1,13.30,0.15,1,Probability Analysis,Comprehensive Database,,
I.16.08.003.002,"Cream sauce, unspecified",A.02.05.010,Spinach (fresh) (Spinacia oleracea),F28.A0BA1,13.30,0.15,1,Probability Analysis,Comprehensive Database,,
I.16.08.003.002,"Cream sauce, unspecified",A.02.04.001,Broccoli (Brassica oleracea var. italica),F28.A0BA1,13.30,0.28,1,Probability Analysis,Comprehensive Database,,
I.16.08.003.002,"Cream sauce, unspecified",A.05.02.001,Apple (Malus domesticus),F28.A07XD,13.30,0.42,1,Probability Analysis,Comprehensive Database,,
I.16.08.003.002,"Cream sauce, unspecified",I.16.08.003.001,"Cream sauce, basic",To be further disaggregated (d),86.70,1.00,,Probability Analysis,Comprehensive Database,,
I.16.08.003.003,"Cream sauce, with sour cream",A.10.01.001,White sugar,To be further disaggregated (d),1.40,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.16.04.001,Salt,F28.A07XD,1.47,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.02.14.003,Tomato purée,To be further disaggregated (d),4.70,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.11.04.013,Rapeseed oil,To be further disaggregated (d),8.00,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.01.03.004.003,Corn starch,To be further disaggregated (d),9.40,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.08.05.003.004,Sour cream 20 % fat,To be further disaggregated (d),20.00,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.003,"Cream sauce, with sour cream",A.15.01,Tap water,F28.A07XD,55.03,1.00,,Extrapolation,based on 'Basic cream sauce',,
I.16.08.003.004,"Curry sauce, with cream",A.01.03.004.003,Corn starch,To be further disaggregated (d),1.00,1.00,,Commercial Products,"Mintel GNPD, Curry Sauce with Cream (ID=4993095)",http://www.gnpd.com/sinatra/recordpage/4993095/,
I.16.08.003.004,"Curry sauce, with cream",A.16.03.002,Curry powder,To be further disaggregated (d),1.00,1.00,,Commercial Products,"Mintel GNPD, Curry Sauce with Cream (ID=4993095)",http://www.gnpd.com/sinatra/recordpage/4993095/,
I.16.08.003.004,"Curry sauce, with cream",A.08.05.001.002,Cream 20% fat,To be further disaggregated (d),98.00,1.00,,Commercial Products,"Mintel GNPD, Curry Sauce with Cream (ID=4993095)",http://www.gnpd.com/sinatra/recordpage/4993095/,
I.16.08.003.005,"Cream sauce, with dill",A.16.01.003,"Dill, herb (Anethum graveolens)",F28.A07XD,0.60,1.00,,Commercial Products,"Mintel GNPD, White Wine-Dill Sauce (ID=3106247)",http://www.gnpd.com/sinatra/recordpage/3106247/,
I.16.08.003.005,"Cream sauce, with dill",I.16.08.007.003,White wine sauce,To be further disaggregated (d),99.40,1.00,,Commercial Products,"Mintel GNPD, White Wine-Dill Sauce (ID=3106247)",http://www.gnpd.com/sinatra/recordpage/3106247/,
I.16.08.003.006,"Cream sauce, with ham",I.16.08.003.001,"Cream sauce, basic",To be further disaggregated (d),16.00,1.00,,Commercial Products,"Mintel GNPD, Ham Cream Sauce (ID=734755)",http://www.gnpd.com/sinatra/recordpage/734755/,
I.16.08.003.006,"Cream sauce, with ham",I.06.08.016,"Cooked Ham, Pork",To be further disaggregated (d),84.00,1.00,,Commercial Products,"Mintel GNPD, Ham Cream Sauce (ID=734755)",http://www.gnpd.com/sinatra/recordpage/734755/,
I.16.08.003.007,"Cream sauce, with ham and mushroom",A.16.01.009,"Basil, herb (Ocimum basilicum)",F28.A07KG$F28.A07LA,2.00,1.00,,Commercial Products,"Mintel GNPD, Medley of Mushrooms and Pancetta in a Basil and Cream Sauce (ID=681554)",http://www.gnpd.com/sinatra/recordpage/681554/,
I.16.08.003.007,"Cream sauce, with ham and mushroom",I.06.08.016,"Cooked Ham, Pork",To be further disaggregated (d),10.00,1.00,,Commercial Products,"Mintel GNPD, Medley of Mushrooms and Pancetta in a Basil and Cream Sauce (ID=681554)",http://www.gnpd.com/sinatra/recordpage/681554/,
I.16.08.003.007,"Cream sauce, with ham and mushroom",A.02.15.001,Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus),F28.A0BA1,32.00,1.00,,Commercial Products,"Mintel GNPD, Medley of Mushrooms and Pancetta in a Basil and Cream Sauce (ID=681554)",http://www.gnpd.com/sinatra/recordpage/681554/,
I.16.08.003.007,"Cream sauce, with ham and mushroom",I.16.08.003.001,"Cream sauce, basic",To be further disaggregated (d),56.00,1.00,,Commercial Products,"Mintel GNPD, Medley of Mushrooms and Pancetta in a Basil and Cream Sauce (ID=681554)",http://www.gnpd.com/sinatra/recordpage/681554/,
I.16.08.003.008,"Cream sauce, remoulade",A.09.01.002,"Egg yolk, chicken",To be further disaggregated (d),3.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/1650181/,http://www.gnpd.com/sinatra/recordpage/845570/
I.16.08.003.008,"Cream sauce, remoulade",A.10.01.001,White sugar,To be further disaggregated (d),5.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/1650181/,http://www.gnpd.com/sinatra/recordpage/845570/
I.16.08.003.008,"Cream sauce, remoulade",A.02.04.004,Head cabbage (Brassica oleracea convar. capitata),F28.A0BA1,13.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/1650181/,http://www.gnpd.com/sinatra/recordpage/845570/
I.16.08.003.008,"Cream sauce, remoulade",A.11.04,Vegetable oil,To be further disaggregated (p),28.00,0.35,1,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",,
I.16.08.003.008,"Cream sauce, remoulade",A.11.04.013,Rapeseed oil,To be further disaggregated (d),28.00,0.65,1,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/1650181/,http://www.gnpd.com/sinatra/recordpage/845570/
I.16.08.003.008,"Cream sauce, remoulade",A.15.01,Tap water,F28.A07XD,51.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Danish Remoulade (ID=1650181), Remoulade Sauce (ID=845570) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/1650181/,http://www.gnpd.com/sinatra/recordpage/845570/
I.16.08.003.009,"Cream sauce, tzatziki",A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A07XD,0.71,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.009,"Cream sauce, tzatziki",A.12.01.010,"Juice, Lemon",To be further disaggregated (d),2.13,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.009,"Cream sauce, tzatziki",A.16.01.005,"Parsley, herb (Petroselinum crispum)",F28.A07XD,2.13,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.009,"Cream sauce, tzatziki",I.16.01.014,Mint,F28.A07XD,2.13,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.009,"Cream sauce, tzatziki",A.02.03.006,Cucumbers (Cucumis sativus),F28.A07XD,28.50,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.009,"Cream sauce, tzatziki",A.08.06.001.002,"Yoghurt, cow milk, 1 - 3% fat",To be further disaggregated (d),64.40,1.00,,Recipe,"Allrecipes, Tzatziki Sauce (Yogurt and Cucumber Dip) (ID=128554)",https://www.allrecipes.com/recipe/128554/tzatziki-sauce-yogurt-and-cucumber-dip/,
I.16.08.003.010,"Cream sauce, with yoghurt",A.08.06.001.002,"Yoghurt, cow milk, 1 - 3% fat",To be further disaggregated (d),25.00,1.00,,Commercial Products,"Mintel GNPD, Yogurt Salad Dressing (ID=5256585)",http://www.gnpd.com/sinatra/recordpage/5256585/,
I.16.08.003.010,"Cream sauce, with yoghurt",A.16.06.003,"Salad dressing, < 25% oil",To be further disaggregated (d),75.00,1.00,,Commercial Products,"Mintel GNPD, Yogurt Salad Dressing (ID=5256585)",http://www.gnpd.com/sinatra/recordpage/5256585/,
I.16.08.003.011,"Cream sauce, with herbs",A.16.01.005,"Parsley, herb (Petroselinum crispum)",F28.A07XD,0.50,1.00,,Recipe,"Allrecipes, Yogurt herb dipping sauce (ID=15552)",http://allrecipes.com/recipe/yogurt-herb-dipping-sauce/detail.aspx,
I.16.08.003.011,"Cream sauce, with herbs",A.02.02.004,"Spring onions, bulb (Allium cepa)",F28.A07XD,1.10,1.00,,Recipe,"Allrecipes, Yogurt herb dipping sauce (ID=15552)",http://allrecipes.com/recipe/yogurt-herb-dipping-sauce/detail.aspx,
I.16.08.003.011,"Cream sauce, with herbs",A.16.04.001,Salt,F28.A07XD,1.10,1.00,,Recipe,"Allrecipes, Yogurt herb dipping sauce (ID=15552)",http://allrecipes.com/recipe/yogurt-herb-dipping-sauce/detail.aspx,
I.16.08.003.011,"Cream sauce, with herbs",A.08.06.001.002,"Yoghurt, cow milk, 1 - 3% fat",To be further disaggregated (d),32.40,1.00,,Recipe,"Allrecipes, Yogurt herb dipping sauce (ID=15552)",http://allrecipes.com/recipe/yogurt-herb-dipping-sauce/detail.aspx,
I.16.08.003.011,"Cream sauce, with herbs",A.08.05.003.004,Sour cream 20 % fat,To be further disaggregated (d),64.90,1.00,,Recipe,"Allrecipes, Yogurt herb dipping sauce (ID=15552)",http://allrecipes.com/recipe/yogurt-herb-dipping-sauce/detail.aspx,
I.16.08.005.001,Sauce béarnaise,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.10,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,I.12.02.017,"Juice concentrate, Lemon",To be further disaggregated (d),0.20,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.02.02.004,"Spring onions, bulb (Allium cepa)",F28.A07XD,0.30,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.01.03.004.003,Corn starch,To be further disaggregated (d),0.90,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.16.01.011,"Tarragon, herb (Artemisia dracunculus)",F28.A07KG$F28.A07LA,0.90,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.16.04.001,Salt,F28.A07XD,0.90,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.09.01.002,"Egg yolk, chicken",To be further disaggregated (d),5.50,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.16.05.002,"Mustard, mild",To be further disaggregated (d),8.70,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.16.05.004,"Vinegar, wine",To be further disaggregated (d),9.60,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.15.01,Tap water,F28.A07XD,27.90,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.001,Sauce béarnaise,A.11.04.013,Rapeseed oil,To be further disaggregated (d),45.00,1.00,,Commercial Products,"Mintel GNPD, Bearnaise Sauce (ID=4044615)",http://www.gnpd.com/sinatra/recordpage/4044615/,
I.16.08.005.002,Sauce hollandaise,A.16.05.002,"Mustard, mild",To be further disaggregated (d),0.54,1.00,,Recipe,"Allrecipes, Blender Hollandaise Sauce (ID=84214)",https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,
I.16.08.005.002,Sauce hollandaise,A.16.05.008,Tabasco sauce,To be further disaggregated (d),0.54,1.00,,Recipe,"Allrecipes, Blender Hollandaise Sauce (ID=84214)",https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,
I.16.08.005.002,Sauce hollandaise,A.12.01.010,"Juice, Lemon",To be further disaggregated (d),8.06,1.00,,Recipe,"Allrecipes, Blender Hollandaise Sauce (ID=84214)",https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,
I.16.08.005.002,Sauce hollandaise,A.09.01.002,"Egg yolk, chicken",To be further disaggregated (d),29.03,1.00,,Recipe,"Allrecipes, Blender Hollandaise Sauce (ID=84214)",https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,
I.16.08.005.002,Sauce hollandaise,A.11.01.001,Butter,To be further disaggregated (d),61.83,1.00,,Recipe,"Allrecipes, Blender Hollandaise Sauce (ID=84214)",https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,
I.16.08.006.001,Aioli/Garlic sauce,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.40,1.00,,Recipe,"Allrecipes, Garlic Aioli (ID=213608)",http://allrecipes.com/recipe/garlic-aioli/detail.aspx,
I.16.08.006.001,Aioli/Garlic sauce,A.16.04.001,Salt,F28.A07XD,2.10,1.00,,Recipe,"Allrecipes, Garlic Aioli (ID=213608)",http://allrecipes.com/recipe/garlic-aioli/detail.aspx,
I.16.08.006.001,Aioli/Garlic sauce,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A07XD,6.20,1.00,,Recipe,"Allrecipes, Garlic Aioli (ID=213608)",http://allrecipes.com/recipe/garlic-aioli/detail.aspx,
I.16.08.006.001,Aioli/Garlic sauce,A.12.01.010,"Juice, Lemon",To be further disaggregated (d),16.60,1.00,,Recipe,"Allrecipes, Garlic Aioli (ID=213608)",http://allrecipes.com/recipe/garlic-aioli/detail.aspx,
I.16.08.006.001,Aioli/Garlic sauce,A.16.06.004,"Mayonnaise, > 50% oil",To be further disaggregated (d),74.70,1.00,,Recipe,"Allrecipes, Garlic Aioli (ID=213608)",http://allrecipes.com/recipe/garlic-aioli/detail.aspx,
I.16.08.006.002,"Pesto sauce, green",A.10.01.001,White sugar,To be further disaggregated (d),1.35,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",I.16.02.033,"Garlic, dried",To be further disaggregated (d),1.35,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.08.08.131,"Cheese, Pecorino Romano",To be further disaggregated (d),2.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.16.04.001,Salt,F28.A07XD,2.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.08.08.129,"Cheese, Parmigiano Reggiano",To be further disaggregated (d),4.90,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.04.03.010,Pine nuts (Pinus pinea),F28.A07XD,7.40,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.11.04.008,Olive oil,To be further disaggregated (d),38.00,0.43,1,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.11.04.017,Sunflower oil,To be further disaggregated (d),38.00,0.57,1,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.002,"Pesto sauce, green",A.16.01.009,"Basil, herb (Ocimum basilicum)",F28.A07XD,43.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Organic Genovese Style Pesto (ID=5549447) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/5549447/,
I.16.08.006.003,"Pesto sauce, red",A.04.03.010,Pine nuts (Pinus pinea),F28.A07XD,1.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.08.08.131,"Cheese, Pecorino Romano",To be further disaggregated (d),2.50,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.08.08.082,"Cheese, Grana Padano",To be further disaggregated (d),3.50,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.02.03.001,Tomatoes (Lycopersicum esculentum),F28.A07KG,4.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.03.01.004,Potato flakes,To be further disaggregated (d),4.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.16.01.009,"Basil, herb (Ocimum basilicum)",F28.A07KG$F28.A07LA,8.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.08.08.144,"Cheese, Ricotta",To be further disaggregated (d),10.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",I.02.14.014,"Tomato, paste",To be further disaggregated (d),30.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.11.04.008,Olive oil,To be further disaggregated (d),37.00,0.35,1,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.003,"Pesto sauce, red",A.11.04.017,Sunflower oil,To be further disaggregated (d),37.00,0.65,1,Commercial Products || Probability Analysis,"Mintel GNPD, Red Pesto (ID=153041) || Mintel GNPD",http://www.gnpd.com/sinatra/recordpage/153041/,
I.16.08.006.004,Olive based spread,A.02.02.001,"Garlic, bulb (Allium sativum)",F28.A07XD,0.06,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
I.16.08.006.004,Olive based spread,A.16.01.010,Bay leaves (laurel) (Laurus nobilis),F28.A07KG$F28.A07LA,0.06,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
I.16.08.006.004,Olive based spread,A.16.04.001,Salt,F28.A07XD,1.00,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
I.16.08.006.004,Olive based spread,A.11.04.008,Olive oil,To be further disaggregated (d),2.50,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
I.16.08.006.004,Olive based spread,A.11.04.017,Sunflower oil,To be further disaggregated (d),22.40,1.00,,Commercial Products,"Mintel GNPD, Black Olive Tapenade (ID=3360499)",http://www.gnpd.com/sinatra/recordpage/3360499/,
