no.csv,Code,Name,Category,Country_name,Country_code,Carbon_Footprint,Carbon_Dioxide,Methane_fossil,Methane_bio,Nitrous_Oxide,HFC,Land,N_input,P_input,Water,Pesticides,Biodiversity,Ammonia,Labour,Animal_Welfare,Antibiotics
1084,2292,Goat milk,Dairy,Sweden,SE,1.36935455,0.32422246,NA,2.17E-02,1.03E-03,NA,2.127285477,5.04E-02,1.64E-03,1.80E-02,1.07E-04,6.44E-11,5.11E-03,2.92E-02,4.00E-03,0.8
1085,2292,Goat milk,Dairy,UK,GB,1.36935455,0.32422246,NA,2.17E-02,1.03E-03,NA,2.127285477,5.04E-02,1.64E-03,2.80E-02,1.07E-04,1.28E-09,5.11E-03,2.92E-02,7.00E-03,2.2
1086,231,Hen eggs in shell,Egg,France,FR,0.96825064,0.471779623,7.30E-04,2.12E-03,1.64E-03,NA,3.386673817,5.55E-02,8.20E-03,7.86E-02,0.50527034,1.06E-09,3.17E-03,1.15E-02,0.39,0.2
1087,231,Hen eggs in shell,Egg,Germany,DE,1.093764362,0.568447532,8.44E-04,3.18E-03,1.68E-03,NA,3.407764308,5.92E-02,7.81E-03,2.30E-02,0.987853157,2.10E-10,3.33E-03,7.42E-03,0.47,0.3
1088,231,Hen eggs in shell,Egg,Greece,GR,0.971414662,0.64486249,9.44E-04,3.18E-03,9.37E-04,NA,8.544134894,5.09E-02,7.52E-03,3.18E-02,0.388369768,1.41E-08,2.55E-03,4.88E-03,0.39,0.6
1089,231,Hen eggs in shell,Egg,Hungary,HU,0.850798576,0.545145962,8.18E-04,2.12E-03,9.28E-04,NA,3.99710376,5.10E-02,1.03E-02,1.80E-02,0.34675185,2.54E-10,2.71E-03,2.13E-02,0.47,0.6
1090,231,Hen eggs in shell,Egg,Ireland,IE,0.850080395,0.434828278,5.90E-04,2.23E-03,1.35E-03,NA,4.57807312,5.62E-02,6.53E-03,1.56E-02,0.8241014,3.71E-10,2.34E-03,1.42E-02,0.47,0.2
1091,231,Hen eggs in shell,Egg,Italy,IT,0.855927538,0.538407858,9.44E-04,3.18E-03,9.04E-04,NA,3.575202709,5.05E-02,1.02E-02,0.16378772,0.422798449,3.66E-09,2.58E-03,6.89E-03,0.47,0.7
1092,231,Hen eggs in shell,Egg,Netherlands,NL,1.149993377,0.571502666,8.48E-04,3.05E-03,1.88E-03,NA,3.387096868,5.86E-02,8.64E-03,7.53E-02,1.183657552,2.22E-10,3.11E-03,8.91E-03,0.39,0.2
1093,231,Hen eggs in shell,Egg,Poland,PL,1.173691291,0.627656929,1.01E-03,3.18E-03,1.74E-03,NA,5.280133501,5.25E-02,8.15E-03,2.03E-02,0.472759885,2.68E-10,3.15E-03,2.25E-02,0.47,0.8
1094,231,Hen eggs in shell,Egg,Spain,ES,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1095,231,Hen eggs in shell,Egg,Sweden,SE,1.039475515,0.445342932,5.21E-04,3.18E-03,1.96E-03,NA,4.428833524,5.57E-02,5.84E-03,1.45E-02,0.289659679,1.01E-10,3.19E-03,4.35E-03,0.3,0.1
1096,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,France,FR,0.96825064,0.471779623,7.30E-04,2.12E-03,1.64E-03,NA,3.386673817,5.55E-02,8.20E-03,7.86E-02,0.50527034,1.06E-09,3.17E-03,1.15E-02,0.39,0.2
1097,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Germany,DE,1.093764362,0.568447532,8.44E-04,3.18E-03,1.68E-03,NA,3.407764308,5.92E-02,7.81E-03,2.30E-02,0.987853157,2.10E-10,3.33E-03,7.42E-03,0.47,0.3
1098,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Greece,GR,0.971414662,0.64486249,9.44E-04,3.18E-03,9.37E-04,NA,8.544134894,5.09E-02,7.52E-03,3.18E-02,0.388369768,1.41E-08,2.55E-03,4.88E-03,0.39,0.6
1099,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Hungary,HU,0.850798576,0.545145962,8.18E-04,2.12E-03,9.28E-04,NA,3.99710376,5.10E-02,1.03E-02,1.80E-02,0.34675185,2.54E-10,2.71E-03,2.13E-02,0.47,0.6
1100,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Ireland,IE,0.850080395,0.434828278,5.90E-04,2.23E-03,1.35E-03,NA,4.57807312,5.62E-02,6.53E-03,1.56E-02,0.8241014,3.71E-10,2.34E-03,1.42E-02,0.47,0.2
1101,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Italy,IT,0.855927538,0.538407858,9.44E-04,3.18E-03,9.04E-04,NA,3.575202709,5.05E-02,1.02E-02,0.16378772,0.422798449,3.66E-09,2.58E-03,6.89E-03,0.47,0.7
1102,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Netherlands,NL,1.149993377,0.571502666,8.48E-04,3.05E-03,1.88E-03,NA,3.387096868,5.86E-02,8.64E-03,7.53E-02,1.183657552,2.22E-10,3.11E-03,8.91E-03,0.39,0.2
1103,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Poland,PL,1.173691291,0.627656929,1.01E-03,3.18E-03,1.74E-03,NA,5.280133501,5.25E-02,8.15E-03,2.03E-02,0.472759885,2.68E-10,3.15E-03,2.25E-02,0.47,0.8
1104,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Spain,ES,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1105,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Sweden,SE,1.039475515,0.445342932,5.21E-04,3.18E-03,1.96E-03,NA,4.428833524,5.57E-02,5.84E-03,1.45E-02,0.289659679,1.01E-10,3.19E-03,4.35E-03,0.3,0.1
1106,21170.02,Game meat,Wild foods,Rest of World,RoW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,2910,Honey,Wild foods,Rest of World,RoW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Lithuania,LT,2.22652357,1.155504595,1.46E-03,0,3.76E-03,NA,11.48290196,0.138943114,2.41E-02,0.6,0,7.21E-10,8.45E-03,2.592265117,,
1109,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Syrian Arab Republic,SY,0.897445289,0.625181897,9.30E-04,0,8.96E-04,NA,3.675821914,4.45E-02,7.72E-03,1.475,0,2.42E-09,2.70E-03,5.51E-02,,
1110,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Egypt,EG,0.897445289,0.625181897,9.30E-04,0,8.96E-04,NA,3.675821914,4.45E-02,7.72E-03,1.475,0,2.42E-09,2.70E-03,5.51E-02,,
1111,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Russia,RU,0.897445289,0.625181897,9.30E-04,0,8.96E-04,NA,3.675821914,4.45E-02,7.72E-03,1.475,0,2.42E-09,2.70E-03,5.51E-02,,
1112,1379.01,Areca nuts,Nuts,China,CN,3.269673784,1.437870506,2.68E-03,0,6.42E-03,NA,2.618897968,0.229376258,0,9.10E-02,2.091343739,5.04E-10,1.39E-02,0.11036036,,
1113,1379.01,Areca nuts,Nuts,India,IN,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1114,1379.01,Areca nuts,Nuts,Indonesia,ID,2.919371955,2.791221839,3.13E-04,0,4.35E-04,NA,1.646068858,8.72E-03,5.10E-03,0,6.046511628,3.08E-09,5.30E-04,0.386464047,,
1115,1379.01,Areca nuts,Nuts,Thailand,TH,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1116,1379.01,Areca nuts,Nuts,"China, Taiwan Province of",TW,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1117,1216,Artichokes,Vegetables,Turkey,TR,0.138720781,0.103442383,2.15E-04,0,1.06E-04,NA,0.687985976,1.33E-03,4.76E-04,8.60E-02,0.546258355,1.13E-09,8.08E-05,1.90E-02,,
1118,1216,Artichokes,Vegetables,Egypt,EG,0.11544043,8.12E-02,1.87E-04,0,1.05E-04,NA,0.718445514,1.33E-03,4.76E-04,7.70E-02,0.546258355,1.40E-09,8.08E-05,2.33E-02,,
1119,1312,Bananas,Fruits,Belize,BZ,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1120,1312,Bananas,Fruits,Cameroon,CM,0.210966608,0.159320533,5.53E-04,0,1.29E-04,NA,0.225426993,7.66E-04,0,2.00E-03,5.55E-02,6.52E-11,4.66E-05,5.29E-02,,
1121,1312,Bananas,Fruits,Colombia,CO,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1122,1312,Bananas,Fruits,Panama,PA,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1123,1312,Bananas,Fruits,Suriname,SR,0.172704091,0.103910595,2.60E-04,0,2.24E-04,NA,0.257527397,7.73E-03,5.15E-04,5.00E-02,0.423117513,1.46E-09,4.70E-04,6.05E-02,,
1124,1312,Bananas,Fruits,Cameroon,CM,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1125,1312,Bananas,Fruits,Colombia,CO,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1126,1312,Bananas,Fruits,Suriname,SR,8.02E-02,4.91E-02,1.43E-04,0,9.85E-05,NA,0.19313192,0,1.93E-03,6.30E-02,1.228319011,1.43E-09,0,4.53E-02,,
1127,1701,"Beans, dry",Pulses,Ethiopia,ET,0.37205818,0.236742465,3.41E-04,0,4.58E-04,NA,5.240266206,2.98E-02,5.56E-03,0.211,1.052455134,1.02E-08,1.01E-03,3.51E-03,,
1128,1701,"Beans, dry",Pulses,Ireland,IR,0.428869574,0.210661866,2.18E-04,0,7.75E-04,NA,5.555555556,3.06E-02,5.56E-03,1.00E-03,0.611111111,4.53E-11,1.01E-03,7.63E-03,,
1129,1701,"Beans, dry",Pulses,Kyrgyzstan,KG,0.428869574,0.210661866,2.18E-04,0,7.75E-04,NA,5.555555556,3.06E-02,5.56E-03,1.00E-03,0.611111111,4.53E-11,1.01E-03,7.63E-03,,
1130,1377,"Brazil nuts, in shell",Nuts,Sweden,SE,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1131,1377,"Brazil nuts, in shell",Nuts,France,FR,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1132,1377,"Brazil nuts, in shell",Nuts,Germany,DE,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1133,1377,"Brazil nuts, in shell",Nuts,Poland,PL,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1134,1377,"Brazil nuts, in shell",Nuts,Greece,GR,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1135,1377,"Brazil nuts, in shell",Nuts,Hungary,HU,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1136,1377,"Brazil nuts, in shell",Nuts,Ireland,IE,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1137,1377,"Brazil nuts, in shell",Nuts,Spain,ES,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1138,1377,"Brazil nuts, in shell",Nuts,Italy,IT,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1139,1243,"Broad beans and horse beans, green",Vegetables,Turkey,TR,0.167300166,0.131527391,2.73E-04,0,1.01E-04,NA,1.040439815,3.51E-03,2.02E-03,0.301,0.430587291,1.72E-09,6.14E-05,1.60E-03,,
1140,1243,"Broad beans and horse beans, green",Vegetables,Sweden,SE,0.191526706,0.13361871,2.07E-04,0,1.89E-04,NA,1.823745901,5.39E-03,2.02E-03,8.20E-02,0.430556902,6.08E-11,6.14E-05,4.85E-03,,
1141,1243,"Broad beans and horse beans, green",Vegetables,Hungary,HU,0.191526706,0.13361871,2.07E-04,0,1.89E-04,NA,1.823745901,5.39E-03,2.02E-03,8.20E-02,0.430556902,6.08E-11,6.14E-05,4.85E-03,,
1142,1192,Buckwheat,Seeds,Lithuania,LT,0.310500458,0.255766807,3.10E-04,0,1.67E-04,NA,8.735608086,0,0,6.70E-02,1.187810731,5.48E-10,0,7.47E-02,,
1143,1192,Buckwheat,Seeds,Nepal,NP,1.388275668,0.680497532,1.31E-03,0,2.45E-03,NA,12.39433827,8.52E-02,9.27E-03,0.107,0.974745237,2.39E-09,5.18E-03,0.10602117,,
1144,1195,Canary seed,Seeds,Hungary,HU,0.25869719,0.207019266,2.16E-04,0,1.66E-04,NA,7.56177974,0,0,0.124,1.187810731,1.27E-10,0,5.86E-03,,
1145,1195,Canary seed,Seeds,Canada,CA,0.25869719,0.207019266,2.16E-04,0,1.66E-04,NA,7.56177974,0,0,0.124,1.187810731,1.27E-10,0,5.86E-03,,
1146,1372,"Cashew nuts, in shell",Nuts,Ghana,GH,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1147,1372,"Cashew nuts, in shell",Nuts,Brazil,BR,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1148,1372,"Cashew nuts, in shell",Nuts,United Republic of Tanzania,TZ,1.914461856,1.206732937,1.63E-03,0,2.41E-03,NA,NA,NA,NA,NA,5.840901982,9.38E-09,NA,2.648519566,,
1149,1520.01,Cassava,Roots,Costa Rica,CR,0.320458003,0.23225877,1.12E-03,0,2.01E-04,NA,0.454433912,5.68E-03,2.27E-03,4.00E-03,0.156520228,8.75E-11,3.45E-04,2.76E-02,,
1150,1520.01,Cassava,Roots,India,IN,0.320458003,0.23225877,1.12E-03,0,2.01E-04,NA,0.454433912,5.68E-03,2.27E-03,4.00E-03,0.156520228,8.75E-11,3.45E-04,2.76E-02,,
1151,1520.01,Cassava,Roots,Thailand,TH,0.320458003,0.23225877,1.12E-03,0,2.01E-04,NA,0.454433912,5.68E-03,2.27E-03,4.00E-03,0.156520228,8.75E-11,3.45E-04,2.76E-02,,
1152,1213,"Cauliflowers and broccoli, average",Vegetables,Morocco,MA,0.239701768,0.132673442,2.94E-04,0,3.60E-04,NA,0.560694633,1.62E-02,1.85E-03,7.70E-02,0.103728623,1.09E-09,9.82E-04,6.84E-03,,
1153,1213,"Cauliflowers and broccoli, average",Vegetables,Brazil,BR,0.239701768,0.132673442,2.94E-04,0,3.60E-04,NA,0.560694633,1.62E-02,1.85E-03,7.70E-02,0.103728623,1.09E-09,9.82E-04,6.84E-03,,
1154,1213,"Cauliflowers and broccoli, average",Vegetables,Costa Rica,CR,0.239701768,0.132673442,2.94E-04,0,3.60E-04,NA,0.560694633,1.62E-02,1.85E-03,7.70E-02,0.103728623,1.09E-09,9.82E-04,6.84E-03,,
1155,1213,"Cauliflowers and broccoli, average",Vegetables,Ukraine,UA,0.245831817,0.138577911,3.01E-04,0,3.60E-04,NA,0.512594971,1.62E-02,1.85E-03,4.20E-02,1.79E-02,1.95E-11,9.82E-04,6.28E-02,,
1156,1199.9,Cereals n.e.c.,NA,Germany,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,1199.9,Cereals n.e.c.,NA,Latvia,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,1199.9,Cereals n.e.c.,NA,Sweden,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,1199.9,Cereals n.e.c.,NA,UK,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,1344.02,Cherries,Berries,Sweden,SE,0.525921411,0.356769303,4.11E-04,0,5.75E-04,NA,2.706286704,2.84E-02,3.55E-03,3.90E-02,0.344763907,1.03E-10,1.73E-03,0.713130903,,
1161,1373,"Chestnuts, in shell",Nuts,Portugal,PT,2.543865211,1.3610189,2.24E-03,0,4.09E-03,NA,2.443876379,0.229376258,0,1.081,2.091343739,4.77E-09,1.39E-02,6.84E-03,,
1162,1373,"Chestnuts, in shell",Nuts,Albania,AL,1.437119663,1.070070225,1.05E-03,0,1.23E-03,NA,5.501821103,6.27E-02,0,0.798,7.559427865,9.07E-09,3.81E-03,0.154331584,,
1163,1373,"Chestnuts, in shell",Nuts,Bosnia and Herzegovina,BA,5.25650611,3.876627117,3.28E-03,0,4.70E-03,NA,22.91370698,0.26121626,0,0.113,7.559427865,8.72E-10,1.59E-02,2.808647633,,
1164,1703,"Chick peas, dry",Pulses,Mexico,MX,0.259465297,0.20285089,2.82E-04,0,1.77E-04,NA,6.635700066,4.18E-02,1.69E-03,2.41E-02,1.541284404,6.80E-10,0,6.69E-02,,
1165,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,France,FR,0.138724069,9.24E-02,1.73E-04,0,1.51E-04,NA,0.153637302,3.99E-03,0,7.70E-02,0.566123905,3.00E-10,2.43E-04,2.30E-03,,
1166,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Hungary,HU,0.138724069,9.24E-02,1.73E-04,0,1.51E-04,NA,0.153637302,3.99E-03,0,7.70E-02,0.566123905,3.00E-10,2.43E-04,2.30E-03,,
1167,1655,"Cinnamon and cinnamon-tree flowers, raw",Stimulants,China,CN,0.239167375,0.159689353,1.92E-04,0,2.70E-04,NA,3.00920214,3.99E-03,0,4.30E-02,0.566156588,5.79E-10,2.43E-04,0.679327383,,
1168,1655,"Cinnamon and cinnamon-tree flowers, raw",Stimulants,Indonesia,ID,0.239167375,0.159689353,1.92E-04,0,2.70E-04,NA,3.00920214,3.99E-03,0,4.30E-02,0.566156588,5.79E-10,2.43E-04,0.679327383,,
1169,1655,"Cinnamon and cinnamon-tree flowers, raw",Stimulants,Madagascar,MG,0.574532177,0.519606234,3.41E-04,0,1.64E-04,NA,10.47142349,3.99E-03,0,0.143,0.566156588,2.07E-09,2.43E-04,2.363923852,,
1170,1655,"Cinnamon and cinnamon-tree flowers, raw",Stimulants,Sri Lanka,LK,0.793746402,0.71090631,2.82E-04,0,2.73E-04,NA,4.688452342,3.99E-03,0,0.292,0.566156588,3.05E-09,2.43E-04,1.058418116,,
1171,1656,"Cloves (whole stems), raw",Stimulants,Comoros,KM,0.574532177,0.519606234,3.41E-04,0,1.64E-04,NA,10.47142349,3.99E-03,0,0.143,0.566156588,2.07E-09,2.43E-04,2.363923852,,
1172,1656,"Cloves (whole stems), raw",Stimulants,Indonesia,ID,0.239167375,0.159689353,1.92E-04,0,2.70E-04,NA,3.00920214,3.99E-03,0,4.30E-02,0.566156588,5.79E-10,2.43E-04,0.679327383,,
1173,1656,"Cloves (whole stems), raw",Stimulants,Madagascar,MG,0.574532177,0.519606234,3.41E-04,0,1.64E-04,NA,10.47142349,3.99E-03,0,0.143,0.566156588,2.07E-09,2.43E-04,2.363923852,,
1174,1656,"Cloves (whole stems), raw",Stimulants,Sri Lanka,LK,0.793746402,0.71090631,2.82E-04,0,2.73E-04,NA,4.688452342,3.99E-03,0,0.292,0.566156588,3.05E-09,2.43E-04,1.058418116,,
1175,1640,Cocoa beans,Stimulants,Cameroon,CM,1.420789463,0.861734502,5.57E-04,0,1.99E-03,NA,20.35167698,5.09E-02,1.02E-02,0,16.9732986,5.89E-09,3.09E-03,4.778166721,,
1176,1640,Cocoa beans,Stimulants,Nigeria,NG,9.44E-02,4.78E-02,9.50E-05,0,1.60E-04,NA,18.41078135,0,0.112305766,0,14.47087414,3.94E-09,0,4.322483246,,
1177,1460,"Coconut, in shell",Nuts,French Polynesia,PF,2.919371955,2.791221839,3.13E-04,0,4.35E-04,NA,1.646068858,8.72E-03,5.10E-03,0,6.046511628,3.08E-09,5.30E-04,0.386464047,,
1178,1460,"Coconut, in shell",Nuts,Sri Lanka,LK,2.919371955,2.791221839,3.13E-04,0,4.35E-04,NA,1.646068858,8.72E-03,5.10E-03,0,6.046511628,3.08E-09,5.30E-04,0.386464047,,
1179,1610,"Coffee, green",Stimulants,Colombia,CO,14.79755119,13.61552184,1.64E-03,0,4.15E-03,NA,12.18590822,0.148503519,2.85E-02,0,3.926775458,1.33E-08,9.03E-03,2.861007531,,
1180,1355.02,Cranberries,Fruits,Belarus,BY,0.28403685,0.245989145,3.24E-04,0,1.04E-04,NA,0.751300125,9.77E-04,6.76E-04,5.00E-03,0.392178665,2.81E-10,5.94E-05,0.183616248,,
1181,1355.02,Cranberries,Fruits,Chile,CL,0.28403685,0.245989145,3.24E-04,0,1.04E-04,NA,0.751300125,9.77E-04,6.76E-04,5.00E-03,0.392178665,2.81E-10,5.94E-05,0.183616248,,
1182,1355.02,Cranberries,Fruits,USA,US,0.28403685,0.245989145,3.24E-04,0,1.04E-04,NA,0.751300125,9.77E-04,6.76E-04,5.00E-03,0.392178665,2.81E-10,5.94E-05,0.183616248,,
1183,1355.02,Cranberries,Fruits,Canada,CA,0.28403685,0.245989145,3.24E-04,0,1.04E-04,NA,0.751300125,9.77E-04,6.76E-04,5.00E-03,0.392178665,2.81E-10,5.94E-05,0.183616248,,
1184,1314,Dates,Fruits,Algeria,DZ,0.541649932,0.48633699,1.01E-03,0,9.27E-05,NA,1.065135144,0,2.74E-02,1.585,4.27317175,3.45E-10,0,0.260316899,,
1185,1314,Dates,Fruits,Pakistan,PK,0.541649932,0.48633699,1.01E-03,0,9.27E-05,NA,1.065135144,0,2.74E-02,1.585,4.27317175,3.45E-10,0,0.260316899,,
1186,1314,Dates,Fruits,Saudi Arabia,SA,0.541649932,0.48633699,1.01E-03,0,9.27E-05,NA,1.065135144,0,2.74E-02,1.585,4.27317175,3.45E-10,0,0.260316899,,
1187,1314,Dates,Fruits,Tunisia,TN,0.541649932,0.48633699,1.01E-03,0,9.27E-05,NA,1.065135144,0,2.74E-02,1.585,4.27317175,3.45E-10,0,0.260316899,,
1188,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Bulgaria,BG,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1189,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Portugal,PT,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1190,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Romania,RO,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1191,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,UK,UK,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1192,232,"Eggs from other birds in shell, fresh, n.e.c.",Egg,Romania,RO,0.96339436,0.609669709,9.23E-04,2.88E-03,1.05E-03,NA,5.43200315,5.59E-02,9.09E-03,0.393465696,0.342500046,9.61E-09,2.93E-03,2.12E-03,0.47,0.5
1193,21118.01,Equine muscle,Red meat,Argentina,AR,34.39548371,3.640099117,NA,0.685004769,2.51E-02,NA,36.11179874,1.045185084,2.64E-02,0.172,1.68E-03,1.78E-09,0.166825553,2.92E-02,1.60E-02,10.1
1194,21118.01,Equine muscle,Red meat,Canada,CA,34.39548371,3.640099117,NA,0.685004769,2.51E-02,NA,36.11179874,1.045185084,2.64E-02,0.172,1.68E-03,1.78E-09,0.166825553,2.92E-02,1.60E-02,10.1
1195,21118.01,Equine muscle,Red meat,Mexico,MX,34.39548371,3.640099117,NA,0.685004769,2.51E-02,NA,36.11179874,1.045185084,2.64E-02,0.172,1.68E-03,1.78E-09,0.166825553,2.92E-02,1.60E-02,10.1
1196,1193,Fonio,Cereals,Guinea,GN,0.517217692,0.295409587,4.50E-04,0,7.63E-04,NA,4.337642058,3.82E-02,1.30E-02,3.10E-02,0.140469167,8.47E-09,2.32E-03,2.46E-03,,
1197,1193,Fonio,Cereals,Mali,ML,0.517217692,0.295409587,4.50E-04,0,7.63E-04,NA,4.337642058,3.82E-02,1.30E-02,3.10E-02,0.140469167,8.47E-09,2.32E-03,2.46E-03,,
1198,21170.02,Game meat,Wild foods,Czechia,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,21170.02,Game meat,Wild foods,New Zealand,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,21170.02,Game meat,Wild foods,UK,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,21170.02,Game meat,Wild foods,Germany,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,21170.02,Game meat,Wild foods,Poland,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,21170.02,Game meat,Wild foods,Spain,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,21170.02,Game meat,Wild foods,Sweden,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1657,"Ginger, raw",Stimulants,China,CN,0.239167375,0.159689353,1.92E-04,0,2.70E-04,NA,3.00920214,3.99E-03,0,4.30E-02,0.566156588,5.79E-10,2.43E-04,0.679327383,,
1206,21116,Goat muscle,Red meat,New Zealand,NZ,34.39548371,3.640099117,NA,0.685004769,2.51E-02,NA,36.11179874,1.045185084,2.64E-02,0.172,1.68E-03,1.78E-09,0.166825553,2.92E-02,0.23,10.1
1207,1252,Green garlic,Vegetables,Egypt,EG,0.447659249,0.240238941,4.75E-04,0,7.08E-04,NA,0.998568053,3.97E-02,1.21E-02,7.70E-02,0.117591211,1.95E-09,2.42E-03,8.59E-03,,
1208,142,"Groundnuts, excluding shelled",Nuts,Australia,AU,0.693245139,0.578206914,4.65E-04,0,3.71E-04,NA,3.449346349,1.31E-02,4.48E-03,0.19,2.091343739,6.73E-09,7.97E-04,2.31E-03,,
