Food code,Component code,Facet(s) code,Percentage,Probability,Reference link (1),Reference link (2)
A.16.06.005,A.09.01.002,To be further disaggregated (d),4.00,1.00,http://www.silverson.com/images/uploads/documents/F_Mayonnaise_Manufacture_2016_US.pdf,
A.16.06.005,A.15.01,F28.A07XD,35.30,1.00,http://www.silverson.com/images/uploads/documents/F_Mayonnaise_Manufacture_2016_US.pdf,
A.16.06.005,A.11.04.013,To be further disaggregated (d),50.00,0.48,http://www.silverson.com/images/uploads/documents/F_Mayonnaise_Manufacture_2016_US.pdf,
A.16.06.005,A.11.04.017,To be further disaggregated (d),50.00,0.52,http://www.silverson.com/images/uploads/documents/F_Mayonnaise_Manufacture_2016_US.pdf,
A.16.06.006,A.16.04.001,F28.A07XD,1.05,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.10.01.001,To be further disaggregated (d),2.25,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.16.05.002,To be further disaggregated (d),2.25,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.16.05.004,To be further disaggregated (d),4.50,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.01.03.004.003,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.09.01.002,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.11.04.013,To be further disaggregated (d),25.00,0.48,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.11.04.017,To be further disaggregated (d),25.00,0.52,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.06.006,A.15.01,F28.A07XD,52.95,1.00,http://www.gnpd.com/sinatra/recordpage/3401123/,
A.16.07.001,A.16.02.002,To be further disaggregated (d),1.03,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.11.04.017,To be further disaggregated (d),1.37,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.16.04.001,F28.A07XD,1.37,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.15.01,F28.A07XD,1.83,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,I.02.14.014,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.16.05.005,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.10.01.001,To be further disaggregated (d),12.40,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.02.02.002,F28.A0BA1,14.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.001,A.02.03.001,F28.A0BA1,59.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956215/,http://www.gnpd.com/sinatra/recordpage/5485517/
A.16.07.002,A.16.02.022,F28.A07XD,0.49,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.16.03.006,To be further disaggregated (d),0.49,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.16.04.001,F28.A07XD,0.49,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.15.01,F28.A07XD,1.42,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.11.04.017,To be further disaggregated (d),2.40,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.02.02.002,F28.A0BA1,14.71,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.10.01.001,To be further disaggregated (d),20.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.16.05.005,To be further disaggregated (d),20.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.002,A.05.02.001,F28.A0BA1,40.00,1.00,http://www.gnpd.com/sinatra/recordpage/3956211/,
A.16.07.004,A.16.03.006,To be further disaggregated (d),0.50,1.00,http://www.gnpd.com/sinatra/recordpage/1918103/,http://www.gnpd.com/sinatra/recordpage/2234969/
A.16.07.004,A.16.04.001,F28.A07XD,2.90,1.00,http://www.gnpd.com/sinatra/recordpage/1918103/,http://www.gnpd.com/sinatra/recordpage/2234969/
A.16.07.004,A.05.06.016,F28.A0BA1,41.00,1.00,http://www.gnpd.com/sinatra/recordpage/1918103/,http://www.gnpd.com/sinatra/recordpage/2234969/
A.16.07.004,A.10.01.001,To be further disaggregated (d),55.60,1.00,http://www.gnpd.com/sinatra/recordpage/1918103/,http://www.gnpd.com/sinatra/recordpage/2234969/
A.16.07.005,A.05.01.002,F28.A07XD$F20.A0F7P,8.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.005,A.05.01.003,F28.A07XD$F20.A0F7P,8.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.005,A.16.05.002,To be further disaggregated (d),8.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.005,A.05.08.001.004,To be further disaggregated (d),12.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.005,A.12.01.002,To be further disaggregated (d),32.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.005,A.14.02.003,To be further disaggregated (d),32.00,1.00,http://allrecipes.co.uk/recipe/24711/easy-cumberland-sauce.aspx,
A.16.07.006,I.12.02.017,To be further disaggregated (d),5.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.10.01.001,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.16.05.005,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.02.01.003,F28.A07XD,12.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.02.04.002,F28.A07XD,12.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.02.06.001,F28.A0BA1,12.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.16.05.002,To be further disaggregated (d),15.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.006,A.02.03.002,F28.A07XD,24.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473037/,
A.16.07.007,A.16.02,To be further disaggregated (p),6.80,1.00,http://www.gnpd.com/sinatra/recordpage/2852901/,
A.16.07.007,A.16.04.001,F28.A07XD,10.00,1.00,http://www.gnpd.com/sinatra/recordpage/2852901/,
A.16.07.007,A.11.04.017,To be further disaggregated (d),12.20,1.00,http://www.gnpd.com/sinatra/recordpage/2852901/,
A.16.07.007,A.02.03.003,F28.A07KC,71.00,1.00,http://www.gnpd.com/sinatra/recordpage/2852901/,
A.16.07.008,A.16.02.002,To be further disaggregated (d),0.50,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.16.02.020,F28.A07KG$F28.A07LA,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.04.04.007,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.16.03.006,To be further disaggregated (d),5.76,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.16.04.001,F28.A07XD,8.84,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.11.04.017,To be further disaggregated (d),16.90,0.40,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.11.04.013,To be further disaggregated (d),16.90,0.60,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.008,A.05.01.004,F28.A07KC,65.00,1.00,http://www.gnpd.com/sinatra/recordpage/2599467/,
A.16.07.009,A.16.05.004,To be further disaggregated (d),0.60,1.00,https://www.allrecipes.com/recipe/255911/pickled-sliced-mango/,
A.16.07.009,A.16.04.001,F28.A07XD,2.40,1.00,https://www.allrecipes.com/recipe/255911/pickled-sliced-mango/,
A.16.07.009,A.10.01.001,To be further disaggregated (d),10.10,1.00,https://www.allrecipes.com/recipe/255911/pickled-sliced-mango/,
A.16.07.009,A.15.01,F28.A07XD,30.40,1.00,https://www.allrecipes.com/recipe/255911/pickled-sliced-mango/,
A.16.07.009,A.05.06.016,F28.A07KC,56.50,1.00,https://www.allrecipes.com/recipe/255911/pickled-sliced-mango/,
A.16.07.010,A.02.03.002,F28.A07KC,4.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.10.01.001,To be further disaggregated (d),4.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.16.04.001,F28.A07XD,4.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.02.02.002,F28.A07KC,5.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.16.05.004,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.02.01.003,F28.A07KC,7.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.15.01,F28.A07XD,28.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.010,A.02.03.006,F28.A07XD,42.00,1.00,http://www.gnpd.com/sinatra/recordpage/2554655/,
A.16.07.011,A.02.02.001,F28.A0BA1,0.40,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.16.03.006,To be further disaggregated (d),0.40,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.16.04.001,F28.A07XD,0.40,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.02.03.003,F28.A07KC,6.00,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,I.02.14.014,To be further disaggregated (d),8.00,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.16.05.004,To be further disaggregated (d),10.70,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.10.01.001,To be further disaggregated (d),15.10,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.02.03.001,F28.A0BA1,26.00,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.07.011,A.02.03.002,F28.A07KC,33.00,1.00,http://www.gnpd.com/sinatra/recordpage/4603725/,
A.16.08.002,A.02.01.003,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.02.14.003,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.01.03.004.001,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.02.02.002,F28.A0BA1,4.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.16.04.008,To be further disaggregated (d),4.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.06.02.001,F28.A07GM,34.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.002,A.15.01,F28.A07XD,51.00,1.00,http://www.gnpd.com/sinatra/recordpage/1025915/,
A.16.08.004,A.16.04.001,F28.A07XD,0.66,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.08.004,A.01.03.004.003,To be further disaggregated (d),2.50,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.08.004,A.12.01.010,To be further disaggregated (d),5.60,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.08.004,A.08.05.001.003,To be further disaggregated (d),9.00,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.08.004,A.11.01.001,To be further disaggregated (d),21.60,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.08.004,A.15.01,F28.A07XD,60.64,1.00,http://www.gnpd.com/sinatra/recordpage/5607303/,
A.16.09.001,A.04.03.001,F28.A07MJ,100.00,1.00,,
A.16.09.002,A.16.09.003,F28.A07MJ,100.00,1.00,,
A.16.09.003,A.16.09.003,F28.A07KG,100.00,1.00,,
A.16.09.004,A.05.01.002,F28.A07MJ,100.00,1.00,,
A.16.09.005,A.05.01.003,F28.A07MJ,100.00,1.00,,
A.16.09.006,A.16.09.006,F28.A0C0R,100.00,1.00,,
A.16.10.001,A.16.10.001,F28.A07XD,100.00,1.00,,
A.16.10.002,A.16.10.002,F28.A0C0R,100.00,1.00,,
A.16.10.003,A.01.03.004.003,To be further disaggregated (d),21.43,1.00,https://www.allrecipes.com/recipe/229290/homemade-baking-powder-recipe/,
A.16.10.003,A.16.10.002,F28.A0C0R,35.71,1.00,https://www.allrecipes.com/recipe/229290/homemade-baking-powder-recipe/,
A.16.10.003,A.16.10.009,F28.A0C0R,42.86,1.00,https://www.allrecipes.com/recipe/229290/homemade-baking-powder-recipe/,
A.16.10.006,A.16.10.006,F28.A0C0R,100.00,1.00,,
A.16.10.007,A.16.10.007,F28.A0C0R,100.00,1.00,,
A.16.10.008,A.16.10.008,F28.A0C0R,100.00,1.00,,
A.16.10.010,A.15.01,F28.A07XD,10.70,1.00,http://www.gnpd.com/sinatra/recordpage/5252379/,
A.16.10.010,A.10.01.006,To be further disaggregated (d),89.30,1.00,http://www.gnpd.com/sinatra/recordpage/5252379/,
A.17.01,A.17.01,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.01.001,A.17.01.001,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.01.002,A.17.01.002,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.01.003,A.17.01.003,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.01.004,A.17.01.004,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.01.005,A.17.01.005,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.02,A.17.01,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.001,A.17.01.001,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.001,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.002,A.17.01.002,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.002,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.003,A.17.01.003,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.003,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.004,A.17.01.004,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.004,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.005,A.17.01.005,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.02.005,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.03,A.17.03,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.03.001,A.17.03.001,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.03.005,A.17.03.005,F28.A0C0R$F03.A06JD,100.00,1.00,,
A.17.04,A.17.03,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.001,A.17.03.001,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.001,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.002,A.17.03.002,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.002,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.003,A.17.03.003,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.003,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.005,A.17.03.005,F28.A0C0R$F03.A06JD,12.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.04.005,A.15,F28.A07XD,87.50,1.00,https://zenodo.org/record/1256085#.W1g_hFUza02,
A.17.05,A.17.05,F28.A0C0R,100.00,1.00,,
A.17.05.001,A.17.05.001,F28.A0C0R,100.00,1.00,,
A.17.05.002,A.17.05.002,F28.A0C0R,100.00,1.00,,
A.17.05.003,A.17.05.003,F28.A0C0R,100.00,1.00,,
A.17.05.004,A.17.05.004,F28.A0C0R,100.00,1.00,,
A.17.06,A.17.06,F28.A0C0R,100.00,1.00,,
A.17.06.001,A.17.06.001,F28.A0C0R,100.00,1.00,,
A.17.06.002,A.17.06.002,F28.A0C0R,100.00,1.00,,
A.17.06.003,A.17.06.003,F28.A0C0R,100.00,1.00,,
A.17.06.004,A.17.06.004,F28.A0C0R,100.00,1.00,,
A.17.06.005,A.17.06.005,F28.A0C0R,100.00,1.00,,
A.17.07,A.17.07,F28.A0C0R,100.00,1.00,,
A.17.07.001,A.17.07.001,F28.A0C0R,100.00,1.00,,
A.17.07.002,A.17.07.002,F28.A0C0R,100.00,1.00,,
A.17.07.003,A.17.07.003,F28.A0C0R,100.00,1.00,,
A.17.08,A.17.08,F28.A0C0R,100.00,1.00,,
A.17.08.001,A.17.08.001,F28.A0C0R,100.00,1.00,,
A.17.08.002,A.17.08.002,F28.A0C0R,100.00,1.00,,
A.17.08.003,A.17.08.003,F28.A0C0R,100.00,1.00,,
A.17.08.004,A.17.08.004,F28.A0C0R,100.00,1.00,,
A.18,A.18,F28.A0C0R,100.00,1.00,,
A.18.01,A.18.01,F28.A0C0R,100.00,1.00,,
A.18.01.001,A.18.01.001,F28.A0C0R,100.00,1.00,,
A.18.01.002,A.18.01.002,F28.A0C0R,100.00,1.00,,
A.18.02,A.18.02,F28.A0C0R,100.00,1.00,,
A.18.02.001,A.18.02.001,F28.A0C0R,100.00,1.00,,
A.18.02.002,A.18.02.002,F28.A0C0R,100.00,1.00,,
A.18.02.003,A.18.02.003,F28.A0C0R,100.00,1.00,,
A.18.02.004,A.18.02.004,F28.A0C0R,100.00,1.00,,
A.18.02.005,A.18.02.005,F28.A0C0R,100.00,1.00,,
A.18.02.006,A.18.02.006,F28.A0C0R,100.00,1.00,,
A.18.02.007,A.18.02.007,F28.A0C0R,100.00,1.00,,
A.18.02.008,A.18.02.008,F28.A0C0R,100.00,1.00,,
A.18.02.009,A.18.02.009,F28.A0C0R,100.00,1.00,,
A.18.02.010,A.18.02.010,F28.A0C0R,100.00,1.00,,
A.18.02.011,A.18.02.011,F28.A0C0R,100.00,1.00,,
A.18.02.012,A.18.02.012,F28.A0C0R,100.00,1.00,,
A.18.03,A.18.03,F28.A0C0R,100.00,1.00,,
A.18.03.001,A.18.03.001,F28.A0C0R,100.00,1.00,,
A.18.03.002,A.18.03.002,F28.A0C0R,100.00,1.00,,
A.18.03.003,A.18.03.003,F28.A0C0R,100.00,1.00,,
A.18.03.005,A.18.03.005,F28.A0C0R,100.00,1.00,,
A.18.04.001,A.18.04.001,F28.A0C0R,100.00,1.00,,
A.18.04.003,A.18.04.003,F28.A0C0R,100.00,1.00,,
A.18.04.004,A.18.04.004,F28.A0C0R,100.00,1.00,,
A.18.04.005,A.18.04.005,F28.A0C0R,100.00,1.00,,
A.18.04.006,A.18.04.006,F28.A0C0R,100.00,1.00,,
A.18.04.008,A.18.04.008,F28.A0C0R,100.00,1.00,,
A.18.04.009,A.18.04.009,F28.A0C0R,100.00,1.00,,
A.18.04.012,A.18.04.012,F28.A0C0R,100.00,1.00,,
A.18.05,A.18.05,F28.A0C0R,100.00,1.00,,
A.18.05.001,A.18.05.001,F28.A0C0R,100.00,1.00,,
A.18.05.002,A.18.05.002,F28.A0C0R,100.00,1.00,,
A.18.05.004,A.18.05.004,F28.A0C0R,100.00,1.00,,
A.19.01.001.001,A.11.01.001,To be further disaggregated (d),10.00,1.00,https://www.allrecipes.com/recipe/23891/grilled-cheese-sandwich,
A.19.01.001.001,A.08.08.080,To be further disaggregated (d),30.00,1.00,https://www.allrecipes.com/recipe/23891/grilled-cheese-sandwich,
A.19.01.001.001,A.01.04.001.001,To be further disaggregated (d),60.00,1.00,https://www.allrecipes.com/recipe/23891/grilled-cheese-sandwich,
A.19.01.001.002,I.19.01.001.012,To be further disaggregated (d),100.00,0.13,,
A.19.01.001.002,I.19.01.001.009,To be further disaggregated (d),100.00,0.14,,
A.19.01.001.002,I.19.01.001.014,To be further disaggregated (d),100.00,0.36,,
A.19.01.001.002,I.19.01.001.011,To be further disaggregated (d),100.00,0.37,,
A.19.01.001.003,A.16.06.005,To be further disaggregated (d),15.40,1.00,http://www.gnpd.com/sinatra/recordpage/4395699/,
A.19.01.001.003,A.07.01.014,F28.A07GG,23.10,0.50,http://www.gnpd.com/sinatra/recordpage/4395699/,
A.19.01.001.003,A.07.04.001,F28.A07GG,23.10,0.50,http://www.gnpd.com/sinatra/recordpage/4395699/,
A.19.01.001.003,A.01.04.001.001,To be further disaggregated (d),61.50,1.00,http://www.gnpd.com/sinatra/recordpage/4395699/,
A.19.01.001.004,I.19.04.002.003,To be further disaggregated (d),50.00,0.34,,
A.19.01.001.004,I.19.01.004,To be further disaggregated (d),50.00,0.66,,
A.19.01.001.004,A.01.04.001,To be further disaggregated (p),50.00,1.00,,
A.19.01.001.005,A.08.08.120,To be further disaggregated (d),23.00,1.00,http://www.gnpd.com/sinatra/recordpage/5409805/,
A.19.01.001.005,A.02.03.001,F28.A07XD,24.00,1.00,http://www.gnpd.com/sinatra/recordpage/5409805/,
A.19.01.001.005,A.01.04.005.007,To be further disaggregated (d),53.00,1.00,http://www.gnpd.com/sinatra/recordpage/5409805/,
A.19.01.001.007,I.16.08.008.001,To be further disaggregated (d),40.00,1.00,http://www.gnpd.com/sinatra/recordpage/1843736/,
A.19.01.001.007,I.01.07.001.050,To be further disaggregated (d),60.00,1.00,http://www.gnpd.com/sinatra/recordpage/1843736/,
A.19.01.001.008,A.09.01.001,F28.A07GG,3.30,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.001.008,A.02.05.002,F28.A07XD,5.80,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.001.008,A.02.03.001,F28.A07XD,9.70,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.001.008,A.16.06.005,To be further disaggregated (d),13.00,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.001.008,A.07.01.014,F28.A07GG,16.20,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.001.008,A.01.04.001.001,To be further disaggregated (d),52.00,1.00,http://www.gnpd.com/sinatra/recordpage/3397015/,
A.19.01.002.003,I.06.08.016,To be further disaggregated (d),7.00,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.003,A.08.08.064,To be further disaggregated (d),7.60,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.003,A.08.08.120,To be further disaggregated (d),7.60,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.003,A.05.06.021,F28.A07XD$F20.A07QF,14.10,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.003,A.02.14.003,To be further disaggregated (d),17.90,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.003,I.19.01.002.009,To be further disaggregated (d),45.80,1.00,http://www.gnpd.com/sinatra/recordpage/3096381/,
A.19.01.002.004,I.19.01.002.022,To be further disaggregated (d),100.00,0.19,,
A.19.01.002.004,I.19.01.002.021,To be further disaggregated (d),100.00,0.37,,
A.19.01.002.004,I.19.01.002.020,To be further disaggregated (d),100.00,0.44,,
A.19.01.002.005,I.19.01.002.022,To be further disaggregated (d),100.00,0.19,,
A.19.01.002.005,I.19.01.002.021,To be further disaggregated (d),100.00,0.37,,
A.19.01.002.005,I.19.01.002.020,To be further disaggregated (d),100.00,0.44,,
A.19.01.002.006,A.02.15.001,F28.A07GZ,14.00,1.00,http://www.gnpd.com/sinatra/recordpage/5576995/,
A.19.01.002.006,A.08.08.120,To be further disaggregated (d),23.00,1.00,http://www.gnpd.com/sinatra/recordpage/5576995/,
A.19.01.002.006,I.19.01.002.009,To be further disaggregated (d),63.00,1.00,http://www.gnpd.com/sinatra/recordpage/5576995/,
A.19.01.002.007,A.06.08.007,To be further disaggregated (d),13.00,1.00,http://www.gnpd.com/sinatra/recordpage/5192289/,
A.19.01.002.007,I.06.08.016,To be further disaggregated (d),13.00,1.00,http://www.gnpd.com/sinatra/recordpage/5192289/,
A.19.01.002.007,A.19.01.002.006,To be further disaggregated (d),74.00,1.00,http://www.gnpd.com/sinatra/recordpage/5192289/,
A.19.01.002.008,A.02.04.001,F28.A0BA1,5.40,1.00,,
A.19.01.002.008,A.02.04.002,F28.A0BA1,6.00,1.00,,
A.19.01.002.008,A.02.01.003,F28.A0BA1,6.60,1.00,,
A.19.01.002.008,A.02.03.002,F28.A0BA1,9.00,1.00,,
A.19.01.002.008,A.02.14.003,To be further disaggregated (d),10.80,1.00,,
A.19.01.002.008,A.19.01.002.007,To be further disaggregated (d),62.20,1.00,,
A.19.01.003.001,A.02.02.002,F28.A07GZ,3.57,1.00,http://www.gnpd.com/sinatra/recordpage/5410069/,
A.19.01.003.001,A.02.03.002,F28.A07GZ,3.57,1.00,http://www.gnpd.com/sinatra/recordpage/5410069/,
A.19.01.003.001,A.02.03.008,F28.A07GZ,3.57,1.00,http://www.gnpd.com/sinatra/recordpage/5410069/,
A.19.01.003.001,I.16.08.010.009,To be further disaggregated (d),40.29,1.00,http://www.gnpd.com/sinatra/recordpage/5410069/,
A.19.01.003.001,I.01.05.016,To be further disaggregated (d),49.00,1.00,http://www.gnpd.com/sinatra/recordpage/5410069/,
A.19.01.003.005,A.08.08.065,To be further disaggregated (d),2.14,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.01.003.005,A.02.03.002,F28.A07GZ,2.88,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.01.003.005,A.08.08.120,To be further disaggregated (d),3.62,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.01.003.005,A.02.03.008,F28.A07GZ,4.36,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.01.003.005,A.02.03.004,F28.A07GZ,5.09,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
