"SLV-code","Livsmedelsnamn","Råvara nivå 1","Andel","Inkluderar","Tillagningsprocess nivå 1","Konverteringsfaktor nivå 1","Publikation nivå 1","Foodex2 nivå 1","Rå mängd beräknad","Beräkning rå mängd","Råvara nivå 2","Tillagningsprocess nivå 2","Konverteringsfaktor nivå 2","Publikation nivå 2","Foodex2 nivå 2","Kommentar"
"95","Ost hårdost fett 17%","Ost (hårdost)",100,"Ystade hårdostar, kittost, mögelost","Rå, tillagad","1","-","A02VA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"99","Fetaost fett 25%","Ost, salladsost",100,"fetaost","Rå","1","SLV - Riktlinjer för livsmedel","A02RC","100","100 * 1,00",NA,NA,NA,NA,NA,"Faktor=logisk slutledning"
"103","Ost hårdost parmesan fett 30%","Ost, Extra hårdost ex parmesan",100,NA,"Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A02ZS","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"105","Camembert vitmögelost fett 11%","Ost (hårdost)",100,"Ystade hårdostar, kittost, mögelost","Rå, tillagad","1","-","A02VA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"107","Färskost cream cheese fett 27%","Ost, Färskost",100,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad","1","-","A02QL","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"108","Färskost cream cheese lätt fett 15%","Ost, Färskost",100,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad","1","-","A02QL","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"109","Färskost extra light fett 5% typ Philadelphia","Ost, Färskost",100,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad","1","-","A02QL","100","100 * 1,00",NA,NA,NA,NA,NA,"Faktor = logisk slutledning"
"110","Camembert vitmögelost friterad","Ost (hårdost)",59,"Ystade hårdostar, kittost, mögelost","Rå, tillagad","1","-","A02VA","59","59 * 1,00",NA,NA,NA,NA,NA,NA
"110","Camembert vitmögelost friterad","Vete, siktat",18,NA,"Rå","1","-","A003Y","18","18 * 1,00",NA,NA,NA,NA,NA,NA
"110","Camembert vitmögelost friterad","Ägg, höna",14,"Helt ägg höna","Rå","1","SLV - Riktlinjer för livsmedel","A031G","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"110","Camembert vitmögelost friterad","Olja palmolja",4,"Palmolja, palmfett","Rå","1","SLV - Riktlinjer för livsmedel","A037N","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"110","Camembert vitmögelost friterad","Råg, fullkorn",3,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A003M","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"110","Camembert vitmögelost friterad","Äggvita",2,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031T","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"111","Getost chèvre vitmögelost fett 25%","Ost (hårdost)",100,"Ystade hårdostar, kittost, mögelost","Rå, tillagad","1","-","A02VA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"112","Getmjölk","Mjölk, get",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02MB","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"113","Bröstmjölk humanmjölk","Bröstmjölk",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02MJ","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"114","Filmjölk fett 3% berikad","Filmjölk fett >2,5 %",100,NA,"Rå, tillagad","1","-","A02PA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"115","Kondenserad mjölk konserv. fett ca 8%","Mjölk kondenserad",100,"sötad, osötad kondenserad mjölk","Rå, tillagad","1","-","A02PG#F07.A072X","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"116","Kondenserad mjölk konserv. konc. m. socker fett ca 9%","Mjölk kondenserad",100,"sötad, osötad kondenserad mjölk","Rå, tillagad","1","-","A02PG#F07.A072X","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"118","Mjölkpulver fett 1%","Mjölkpulver",100,NA,"Rå, tillagad","1","-","A02PK","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"120","Lättfil fett 0,5% berikad","Filmjölk fett < 1%",100,NA,"Rå, tillagad","1","-","A02PA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Mjölk fett 1-2,5 %",41,NA,"Rå, tillagad","1","-","A02LZ","41","41 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Mjölk fett < 1 %",31,NA,"Rå, tillagad","1","-","A02MA","31","31 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Jordgubbar",10,"smultron","Rå","1","SLV - Riktlinjer för livsmedel","A01EA","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Socker",6,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Fett vegetabiliskt fett och olja",3,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Mjölkpulver",2,NA,"Rå, tillagad","1","-","A02PK","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Vasslepulver",2,NA,"Rå, tillagad","1","Svensk mjölk 2001","A02PN","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Stärkelsesirap",2,"glukossirap; glukos-fruktossirap; stärkelsesirap","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A032Z","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Kaffebönor",1,"rostade  kaffebönor","Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A03GL","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"122","Milkshake choklad jordgubb","Kakao",1,"kakaomassa, kakaosmör, kakaopulver","Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A03HG","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"124","Yoghurt naturell fett 3%","Yoghurt fett > 3%",100,NA,"Rå, tillagad","1","-","A02NG#F10.A077A","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"127","Mjölk fett 4,2% typ lantmjölk","Mjölk fett > 2,5%",100,NA,"Rå, tillagad","1","-","A02LY","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"128","Filmjölk A-fil fett 3% berikad","Filmjölk fett >2,5 %",100,NA,"Rå, tillagad","1","-","A02PA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"130","Mellanfil fett 1,5% berikad","Filmjölk fett 1-2,5 %",100,NA,"Rå, tillagad","1","-","A02PA","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"132","Fårmjölk","Mjölk, får",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02MC","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"135","Yoghurt naturell lätt fett 0,5% berikad","Yoghurt fett <1 %",98,NA,"Rå, tillagad","1","-","A02NG#F10.A077A","98","98 * 1,00",NA,NA,NA,NA,NA,NA
"135","Yoghurt naturell lätt fett 0,5% berikad","Mjölkprotein",2,"Kasein","Rå, tillagad","1","Svensk mjölk 2001","A02PR","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"144","Filmjölk m. jordgubbssmak fett 2,7%","Filmjölk fett >2,5 % smaksatt",89,NA,"Rå, tillagad","1","-","A02PA","89","89 * 1,00",NA,NA,NA,NA,NA,NA
"144","Filmjölk m. jordgubbssmak fett 2,7%","Jordgubbar",5,"smultron","Rå","1","SLV - Riktlinjer för livsmedel","A01EA","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"144","Filmjölk m. jordgubbssmak fett 2,7%","Socker",5,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"144","Filmjölk m. jordgubbssmak fett 2,7%","Majs, stärkelse",1,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","1.5","1 * 1,50",NA,NA,NA,NA,NA,NA
"145","Lättfil m. jordgubbsmak 0,5% fett","Filmjölk fett < 1% smaksatt",89,NA,"Rå, tillagad","1","-","A02PA","89","89 * 1,00",NA,NA,NA,NA,NA,NA
"145","Lättfil m. jordgubbsmak 0,5% fett","Jordgubbar",5,"smultron","Rå","1","SLV - Riktlinjer för livsmedel","A01EA","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"145","Lättfil m. jordgubbsmak 0,5% fett","Socker",5,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"145","Lättfil m. jordgubbsmak 0,5% fett","Majs, stärkelse",1,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","1.5","1 * 1,50",NA,NA,NA,NA,NA,NA
"157","Varm choklad m. mjölk fett 1,5%","Mjölk fett 1-2,5 %",93,NA,"Rå, tillagad","1","-","A02LZ","93","93 * 1,00",NA,NA,NA,NA,NA,NA
"157","Varm choklad m. mjölk fett 1,5%","Socker",6,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"157","Varm choklad m. mjölk fett 1,5%","Kakao",1,"kakaomassa, kakaosmör, kakaopulver","Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A03HG","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Yoghurt fett 1-2,5 %",60,NA,"Rå, tillagad","1","-","A02NG#F10.A077A","60","60 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Apelsin",10,NA,"Juice koncentrerad","5.4","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A01CP","54","10 * 5,40",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Jordgubbar",6,"smultron","Rå","1","SLV - Riktlinjer för livsmedel","A01EA","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Mango",6,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01LF","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Banan",6,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01LC","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Blåbär",6,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01EZ","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"160","Smoothie m. yoghurt bär banan juice","Hallon",6,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01EP","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Korn, fullkorn",30,NA,"Tillagad, adderad","1","-","A002L","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Mjölk fett 1-2,5 %",22,NA,"Rå, tillagad","1","-","A02LZ","22","22 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Vete, siktat",20,NA,"Tillagad, adderad","1","-","A003Y","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Mjölk fett > 2,5%",10,NA,"Rå, tillagad","1","-","A02LY","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Mjölk fett < 1 %",6,NA,"Rå, tillagad","1","-","A02MA","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Sirap",5,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A034D","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Jäst",3,"jästextrakt","Rå, tillagad","1","-","A049A","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Fett matfettsblandning",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"185","Bröd fullkorn korn fibrer 3%","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"193","Bröd vitt vete vatten fibrer ca 3,5% typ pitabröd","Vete, siktat",66,NA,"Tillagad, adderad","1","-","A003Y","66","66 * 1,00",NA,NA,NA,NA,NA,NA
"193","Bröd vitt vete vatten fibrer ca 3,5% typ pitabröd","Vatten",31,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","31","31 * 1,00",NA,NA,NA,NA,NA,NA
"193","Bröd vitt vete vatten fibrer ca 3,5% typ pitabröd","Jäst",2,"jästextrakt","Rå, tillagad","1","-","A049A","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"193","Bröd vitt vete vatten fibrer ca 3,5% typ pitabröd","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Vete, siktat",57,NA,"Tillagad, adderad","1","-","A003Y","57","57 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Vatten",28,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","28","28 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Fett vegetabiliskt fett och olja",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Sirap",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A034D","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Jäst",1,"jästextrakt","Rå, tillagad","1","-","A049A","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"194","Korvbröd","Vetegluten",1,"Gluten","Tillagad","10","LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al","A004M","10","1 * 10,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Vete, siktat",49,NA,"Tillagad, adderad","1","-","A003Y","49","49 * 1,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Vatten",43,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","43","43 * 1,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Jäst",3,"jästextrakt","Rå, tillagad","1","-","A049A","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Råg, siktat",2,"Del av rågsikt (40%), se kommentar","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003K","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Fett vegetabiliskt fett och olja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"198","Bröd vitt osötat fibrer ca 2,5% typ italienskt","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Vete, siktat",72,NA,"Tillagad, adderad","1","-","A003Y","72","72 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Vatten",23,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","23","23 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Fett vegetabiliskt fett och olja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"200","Bröd vitt vete fibrer ca 2,5% typ baguette","Jäst",1,"jästextrakt","Rå, tillagad","1","-","A049A","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Vatten",44,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","44","44 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Vete, siktat",27,NA,"Tillagad, adderad","1","-","A003Y","27","27 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Vete, fullkorn",25,NA,"Tillagad, adderad","1","-","A004B","25","25 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Jäst",2,"jästextrakt","Rå, tillagad","1","-","A049A","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"201","Bröd vitt fullkorn surdeg fibrer 4,4% bakad i butik typ grov baguette","Fett vegetabiliskt fett och olja",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Vete, siktat",56,NA,"Tillagad, adderad","1","-","A003Y","56","56 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Vatten",30,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Sirap",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A034D","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Socker",3,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A032H","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Jäst",2,"jästextrakt","Rå, tillagad","1","-","A049A","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Fett vegetabiliskt fett och olja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Vetegluten",2,"Gluten","Tillagad","10","LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al","A004M","20","2 * 10,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"202","Bröd vitt fibrer 3,5%","Fiber, tillsatt",1,"vetefiber, rågfiber, sockerbetsfiber, havrefiber","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03SR","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"203","Vitt bröd tortilla fibrer 4,6%","Vetegluten",1,"Gluten","Tillagad","1","LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al","A004M","1","1 * 10,00",NA,NA,NA,NA,NA,"Vetegluten är en relativt vanlig brödingrediens."
"203","Vitt bröd tortilla fibrer 4,6%","Vete, siktat",59,NA,"Tillagad, adderad","1","-","A003Y","59","59 * 1,00",NA,NA,NA,NA,NA,"Faktor = logisk slutledning"
"203","Vitt bröd tortilla fibrer 4,6%","Vatten",28,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","28","28 * 1,00",NA,NA,NA,NA,NA,"Faktor=logiskt slutledning"
"203","Vitt bröd tortilla fibrer 4,6%","Övrigt",5,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","5","5 * 1,00",NA,NA,NA,NA,NA,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan."
"203","Vitt bröd tortilla fibrer 4,6%","Fett vegetabiliskt fett och olja",5,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","5","5 * 1,00",NA,NA,NA,NA,NA,"Faktor = logisk slutledning"
"203","Vitt bröd tortilla fibrer 4,6%","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,"Faktor = logisk slutledning"
"203","Vitt bröd tortilla fibrer 4,6%","Socker",1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A032H","1","1 * 1,00","Sockerbeta","Rå","6.5","SLV - Riktlinjer för livsmedel","A010T","Faktor = logisk slutledning"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Vete, siktat",43,NA,"Tillagad, adderad","1","-","A003Y","43","43 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Filmjölk fett >2,5 %",17,NA,"Rå, tillagad","1","-","A02PA","17","17 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Fett matfettsblandning",11,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","11","11 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Mjölk fett 1-2,5 %",10,NA,"Rå, tillagad","1","-","A02LZ","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Vete, fullkorn",9,NA,"Tillagad, adderad","1","-","A004B","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Mjölk fett > 2,5%",4,NA,"Rå, tillagad","1","-","A02LY","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Mjölk fett < 1 %",3,NA,"Rå, tillagad","1","-","A02MA","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"205","Bröd vitt vete typ scones","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"207","Bröd fullkorn rågsikt fibrer ca 7% typ kavring","Filmjölk fett 1-2,5 %",33,NA,"Rå, tillagad","1","-","A02PA","33","33 * 1,00",NA,NA,NA,NA,NA,NA
"207","Bröd fullkorn rågsikt fibrer ca 7% typ kavring","Sirap",30,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A034D","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"207","Bröd fullkorn rågsikt fibrer ca 7% typ kavring","Vete, siktat",26,NA,"Tillagad, adderad","1","-","A003Y","26","26 * 1,00",NA,NA,NA,NA,NA,NA
"207","Bröd fullkorn rågsikt fibrer ca 7% typ kavring","Råg, siktat",9,"Del av rågsikt (40%), se kommentar","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003K","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"207","Bröd fullkorn rågsikt fibrer ca 7% typ kavring","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Mjölk fett 1-2,5 %",32,NA,"Rå, tillagad","1","-","A02LZ","32","32 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Vete, fullkorn",32,NA,"Tillagad, adderad","1","-","A004B","32","32 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Vete, siktat",22,NA,"Tillagad, adderad","1","-","A003Y","22","22 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Sirap",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A034D","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Jäst",3,"jästextrakt","Rå, tillagad","1","-","A049A","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"210","Bröd fullkorn graham m. mjölk fibrer ca 5%","Fett vegetabiliskt fett och olja",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","3","3 * 1,00",NA,NA,NA,NA,NA,NA
